seat,year,turnout,turnout_pc,voters,male_voters,female_voters,centers
Comilla-9,2001,146464,75.1,195018,98880,96138,
Cox's Bazar-1,2001,212438,74.7,284425,146237,138188,
Cox's Bazar-2,2001,153119,71.7,213590,111801,101789,
Cox's Bazar-3,2001,123919,42.6,290978,150065,140913,
Cox's Bazar-4,2001,138482,73.2,189267,93918,95349,
Dhaka-1,2001,94033,78.8,119302,56632,62670,
Dhaka-10,2001,173954,56.1,309972,196540,113432,
Dhaka-11,2001,374944,59.7,627807,356948,270859,
Dhaka-12,2001,244861,69.7,351489,192172,159317,
Dhaka-13,2001,,,226066,112601,113465,
Dhaka-2,2001,140489,78.5,179078,86229,92849,
Dhaka-3,2001,264971,68,389467,210088,179379,
Dhaka-4,2001,290990,59.6,488473,284716,203757,
Dhaka-5,2001,391324,61.8,633435,366170,267265,
Dhaka-6,2001,282354,60.1,469616,283803,185813,
Dhaka-7,2001,227207,67.3,337750,210026,127724,
Dhaka-8,2001,186181,64.5,288632,169400,119232,
Dhaka-9,2001,221651,56.3,353540,196540,157000,
Dinajpur-1,2001,197374,85.2,231655,116501,115154,
Dinajpur-2,2001,186741,85.9,217515,110436,107079,
Dinajpur-3,2001,198271,83.4,237667,121888,115779,
Dinajpur-4,2001,207161,86.3,240128,122586,117542,
Dinajpur-5,2001,244674,84.4,290056,148034,142022,
Dinajpur-6,2001,278107,82.3,337962,170132,167830,
Faridpur-1,2001,249375,81.6,305637,153076,152561,
Faridpur-2,2001,162247,79,205415,103716,101699,
Faridpur-3,2001,186969,77.5,241178,124250,116928,
Faridpur-4,2001,112862,67.8,166584,84027,82557,
Feni-1,2001,142844,69.1,206701,100659,106042,
Feni-2,2001,187738,68.2,275421,139438,135983,
Feni-3,2001,137952,67.2,205406,100820,104586,
Gaibandha-1,2001,184335,70.9,260131,131055,129076,
Gaibandha-2,2001,,,245594,122698,122896,
Gaibandha-3,2001,241038,77.6,310543,154955,155588,
Gaibandha-4,2001,234510,80.5,291292,145404,145888,
Gaibandha-5,2001,180680,72.4,249465,126450,123015,
Gazipur-1,2001,,,394640,200414,194226,
Gazipur-2,2001,372951,69,540418,299359,241059,
Gazipur-3,2001,123826,80.4,154064,78344,75720,
Gazipur-4,2001,157508,79.5,198188,99139,99049,
Gopalganj-1,2001,185186,72.1,256806,129189,127617,
Gopalganj-2,2001,197579,80.2,246320,125311,121009,
Gopalganj-3,2001,162685,87.3,186454,96008,90446,
Habiganj-1,2001,186246,70.8,262895,128685,134210,
Habiganj-2,2001,161481,71.8,224854,113601,111253,
Habiganj-3,2001,174285,73.9,235737,119225,116512,
Habiganj-4,2001,237504,76.3,311287,154972,156315,
Jamalpur-1,2001,202284,75.8,266963,134853,132110,
Jamalpur-2,2001,131211,66.6,197109,101460,95649,
Jamalpur-3,2001,244666,74,330762,169663,161099,
Jamalpur-4,2001,161478,76.8,210328,108333,101995,
Jamalpur-5,2001,269875,77.6,347620,185535,162085,
Jessore-1,2001,161810,88.8,182264,91642,90622,
Jessore-2,2001,263559,89.7,293671,147946,145725,
Jessore-3,2001,293471,81.4,360460,188421,172039,
Jessore-4,2001,240035,86.2,278308,141417,136891,
Jessore-5,2001,211334,88,240280,120686,119594,
Jessore-6,2001,127677,90,250754,127009,123745,
Jhalokati-1,2001,103146,64.1,161018,80518,80500,
Jhalokati-2,2001,157340,65.5,240372,123748,116624,
Jhenaidah-1,2001,186145,85.5,1207821,111147,1096674,
Jhenaidah-2,2001,266218,85.7,310543,159286,151257,
Jhenaidah-3,2001,219923,88.7,247914,124492,123422,
Jhenaidah-4,2001,173447,85.3,203276,103811,99465,
Joypurhat-1,2001,250514,85.1,294487,149014,145473,
Joypurhat-2,2001,197112,86.8,227162,113224,113938,
Khagrachari,2001,,,327051,170702,156349,
Khulna-1,2001,151258,84.2,179595,90244,89351,
Khulna-2,2001,158912,73.3,216750,116093,100657,
Khulna-3,2001,138486,75.7,182945,101150,81795,
Khulna-4,2001,190038,81,234590,120516,114074,
Khulna-5,2001,213344,87.4,244158,123724,120434,
Khulna-6,2001,224786,88,255410,128143,127267,
Kishoreganj-1,2001,177553,74.2,239397,123902,115495,
Kishoreganj-2,2001,,,166623,83196,83427,
Kishoreganj-3,2001,,,208447,104371,104076,
Kishoreganj-4,2001,193671,74.6,259582,135126,124456,
Kishoreganj-5,2001,182635,72.3,252654,128884,123770,
Kishoreganj-6,2001,161820,79.3,204186,103956,100230,
Kurigram-1,2001,253180,78.5,322442,160948,161494,
Kurigram-2,2001,248275,73,340098,170446,169652,
Kurigram-3,2001,168060,71.1,236501,119595,116906,
Kurigram-4,2001,154391,72.6,212574,105813,106761,
Kushtia-1,2001,220822,86,256681,129157,127524,
Kushtia-2,2001,252714,86.7,435010,143564,291446,
Kushtia-3,2001,227257,82.8,408864,134319,274545,
Kushtia-4,2001,219248,83.9,261258,133790,127468,
Lakshmipur-1,2001,104665,66.4,157581,80800,76781,
Lakshmipur-2,2001,171010,62.7,272564,140464,132100,
Lakshmipur-3,2001,,,222870,116931,105939,
Lakshmipur-4,2001,128983,53.8,239701,127414,112287,
Lalmonirhat-1,2001,174296,77.4,225271,113772,111499,
Lalmonirhat-2,2001,175127,72.3,242258,121943,120315,
Lalmonirhat-3,2001,141148,75.2,187669,95682,91987,
Madaripur-1,2001,147728,68,217175,112273,104902,
Madaripur-2,2001,188197,67.7,277801,143051,134750,
Madaripur-3,2001,171946,70.1,245359,125665,119694,
Magura-1,2001,210517,84,250754,127009,123745,
Magura-2,2001,211767,85.6,247450,125319,122131,
Manikganj-1,2001,151100,74.7,223625,110901,112724,
Manikganj-2,2001,110588,48.6,203793,103828,99965,
Manikganj-2,2001,156321,76.7,203793,103828,99965,
Manikganj-3,2001,186871,79.7,234382,116775,117607,
Meherpur-1,2001,179143,89.3,200697,100306,100391,
Meherpur-2,2001,156396,88.1,177549,89768,87781,
Moulvibazar-1,2001,113587,87.7,128787,60438,68349,
Moulvibazar-2,2001,172879,79.9,216302,107815,108487,
Moulvibazar-3,2001,109188,39.5,277624,138023,139601,
Moulvibazar-3,2001,208668,75.2,277624,138023,139601,
Moulvibazar-4,2001,218682,76,287684,145367,142317,
Munshiganj-1,2001,162483,72.7,223625,110901,112724,
Munshiganj-2,2001,144538,70.9,203906,103507,100399,
Munshiganj-3,2001,,,193852,100449,93403,
Mymensingh-1,2001,125339,75.3,166406,83916,82490,
Mymensingh-10,2001,198274,76.1,260469,135089,125380,
Mymensingh-11,2001,148134,75.3,196683,99243,97440,
Mymensingh-2,2001,225898,71.4,316175,162721,153454,
Mymensingh-3,2001,128498,73.6,174670,89373,85297,
Mymensingh-4,2001,266106,69.3,383884,198548,185336,
Mymensingh-5,2001,170465,74,230342,117361,112981,
Mymensingh-6,2001,170623,70,243908,126167,117741,
Mymensingh-7,2001,159990,69.4,220466,109408,111058,
Mymensingh-8,2001,138325,67.7,204402,106412,97990,
Mymensingh-9,2001,150380,64.8,232032,121400,110632,
Naogaon-1,2001,,,271306,133562,137744,
Naogaon-2,2001,205804,89.1,231108,116509,114599,
Naogaon-3,2001,250018,88.1,283732,142529,141203,
Naogaon-4,2001,184828,88.3,209205,102550,106655,
Naogaon-5,2001,192739,84.9,227051,114852,112199,
Naogaon-6,2001,187356,87,215231,107113,108118,
Narail-1,2001,143124,76.2,187814,94241,93573,
Narail-2,2001,193123,78,247708,124679,123029,
Narayanganj-1,2001,,,216470,116231,100239,
Narayanganj-2,2001,156259,80.5,104049,99399,4650,
Narayanganj-3,2001,,,196695,104355,92340,
Narayanganj-4,2001,256094,68.3,374915,207139,167776,
Narayanganj-5,2001,169649,76.8,220964,114545,106419,
Narsingdi-1,2001,192019,74,259494,134815,124679,
Narsingdi-2,2001,128428,80.6,159366,82456,76910,
Narsingdi-3,2001,124968,80.4,155441,77224,78217,
Narsingdi-4,2001,205693,80.3,255999,127203,128796,
Narsingdi-5,2001,220722,76.1,289974,146401,143573,
Natore-1,2001,194657,87.9,221393,112268,109125,
Natore-2,2001,208956,87.9,237854,119611,118243,
Natore-3,2001,170970,87.4,195670,98101,97569,
Natore-4,2001,232415,86.6,268428,135469,132959,
Netrokona-1,2001,197038,78.2,251975,128856,123119,
Netrokona-2,2001,225481,77.4,291408,150268,141140,
Netrokona-3,2001,202469,75.1,269748,138220,131528,
Netrokona-4,2001,175650,76.7,228910,117074,111836,
Nilphamari-1,2001,199987,77.9,256617,129455,127162,
Nilphamari-2,2001,183577,83.4,220149,112035,108114,
Nilphamari-3,2001,168754,82,205726,104708,101018,
Nilphamari-4,2001,172387,77.7,221819,113740,108079,
Noakhali-1,2001,93011,63.1,147347,73780,73567,
Noakhali-2,2001,255402,60.3,423727,219189,204538,
Noakhali-3,2001,86140,66.7,129231,64976,64255,
Noakhali-4,2001,201891,59.2,340968,180704,160264,
Noakhali-5,2001,175281,65.3,268471,137282,131189,
Noakhali-6,2001,100804,59.4,169563,86322,83241,
Pabna-1,2001,235759,81.8,288361,148399,139962,
Pabna-2,2001,184852,78.4,235674,121286,114388,
Pabna-3,2001,252815,84.2,300315,152053,148262,
Pabna-4,2001,222743,83.1,268077,138555,129522,
Pabna-5,2001,251666,74.8,336533,173531,163002,
Panchagarh-1,2001,206827,86.15,240073,121055,119018,
Panchagarh-2,2001,182274,85.1,214252,107344,106908,
Patuakhali-1,2001,194174,61.3,316977,163051,153926,
Patuakhali-2,2001,147541,65.1,226766,117051,109715,
Patuakhali-3,2001,149457,61.4,243351,122655,120696,
Patuakhali-4,2001,133855,69.6,192452,97295,95157,
Pirojpur-1,2001,192338,76.4,251713,129517,122196,
Pirojpur-2,2001,76522,53.7,142423,72541,69882,
Pirojpur-3,2001,111747,70.3,158865,79120,79745,
Rajbari-1,2001,197579,69.6,238742,121481,117261,
Rajbari-2,2001,,,340711,175916,164795,
Rajshahi-1,2001,221139,88.6,249533,122204,127329,
Rajshahi-2,2001,296106,81.5,363525,185872,177653,
Rajshahi-3,2001,247406,86.4,286462,140450,146012,
Rajshahi-4,2001,195453,92.2,211983,106260,105723,
Rajshahi-5,2001,194352,85.8,226430,114807,111623,
Rangamati,2001,,,310148,168775,141373,
Rangpur-1,2001,174655,76.6,227907,118109,109798,
Rangpur-2,2001,188996,82,230570,117823,112747,
Rangpur-3,2001,208872,72.3,288498,150326,138172,
Rangpur-4,2001,245144,80.6,304207,151558,152649,
Rangpur-5,2001,233833,82.5,283280,143153,140127,
Rangpur-6,2001,174891,81.1,215564,109329,106235,
Satkhira-1,2001,272448,89.9,303089,150957,152132,
Satkhira-2,2001,207106,86.9,238305,119402,118903,
Satkhira-3,2001,133739,89.4,149516,74746,74770,
Satkhira-4,2001,193188,89.3,216254,108067,108187,
Shariatpur-1,2001,182003,69.2,263031,135665,127366,
Shariatpur-2,2001,100917,68.1,148183,78156,70027,
Shariatpur-3,2001,222930,72.7,306521,154590,151931,
Sherpur-1,2001,197833,71.4,277199,141734,135465,
Sherpur-2,2001,205829,78.3,262905,132619,130286,
Sherpur-3,2001,178013,70.2,253533,128886,124647,
Sirajganj-1,2001,142200,65.3,217738,112257,105481,
Sirajganj-2,2001,251809,77.1,326709,169553,157156,
Sirajganj-3,2001,227942,84.4,269986,135531,134455,
Sirajganj-4,2001,,,294257,151699,142558,
Sirajganj-5,2001,180809,66.5,271896,144130,127766,
Sirajganj-6,2001,,,210978,111728,99250,
Sunamganj-1,2001,225575,76.2,295933,150873,145060,
Sunamganj-2,2001,150582,79.8,188742,95921,92821,
Sunamganj-3,2001,151533,71.9,210785,105463,105322,
Sunamganj-4,2001,143831,74,194270,98631,95639,
Sunamganj-5,2001,208232,69.8,298407,149930,148477,
Sylhet-1,2001,250324,67.9,368697,196238,172459,
Sylhet-2,2001,190007,72.2,263313,130748,132565,
Sylhet-3,2001,118593,73.1,162209,81040,81169,
Sylhet-4,2001,137691,70.6,194931,99557,95374,
Sylhet-5,2001,158267,66,239906,121152,118754,
Sylhet-6,2001,187784,68.6,273585,132361,141224,
Tangail-1,2001,196107,74.8,262131,132722,129409,
Tangail-2,2001,216323,75.9,285023,145664,139359,
Tangail-3,2001,192997,78.7,245078,125414,119664,
Tangail-4,2001,189452,78.1,242517,124170,118347,
Tangail-5,2001,299761,76.6,391545,196186,195359,
Tangail-6,2001,129330,71,182164,91279,90885,
Tangail-7,2001,187766,80.5,233284,115962,117322,
Tangail-8,2001,188732,71,265814,133106,132708,
Thakurgaon-1,2001,250979,87.7,286317,145770,140547,
Thakurgaon-2,2001,161128,87.9,183362,92839,90523,
Thakurgaon-3,2001,178481,87.4,204246,104399,99847,
Chittagong-16,2001,,,,,,
Dhaka-14,2001,,,,,,
Dhaka-15,2001,,,,,,
Dhaka-16,2001,,,,,,
Dhaka-17,2001,,,,,,
Dhaka-18,2001,,,,,,
Dhaka-19,2001,,,,,,
Dhaka-20,2001,,,,,,
Gazipur-5,2001,,,,,,
Netrokona-5,2001,,,,,,
Rajshahi-6,2001,,,,,,
Faridpur-4,2002,89901,54.3,,,,
Narail-1,2002,86343,46.6,,,,
Narail-2,2002,142522,57.9,,,,
Netrokona-3,2003,170705,62.4,,,,
Bagerhat-1,2008,209322,89.4,234150,116305,117845,100
Bagerhat-2,2008,204510,89,229908,113951,115957,103
Bagerhat-3,2008,166640,89.3,186713,93319,93394,87
Bagerhat-4,2008,,,226192,109605,116587,135
Bandarban,2008,,,195995,102930,93065,162
Barguna-1,2008,261479,82.3,317768,154213,163555,128
Barguna-2,2008,173317,85.5,202584,97217,105367,96
Barisal-1,2008,171785,87,197508,96371,101137,81
Barisal-2,2008,194969,86.4,225525,110051,115474,99
Barisal-3,2008,151208,82.8,169597,84481,85116,78
Barisal-4,2008,200275,84.8,236270,115450,120820,98
Barisal-5,2008,234742,79.9,293706,147486,146220,121
Barisal-6,2008,151483,82.6,183481,87580,95901,91
Bhola-1,2008,178757,77.4,230963,113597,117366,74
Bhola-2,2008,183655,83.3,221291,107268,114023,95
Bhola-3,2008,182003,84.7,215004,104412,110592,86
Bhola-4,2008,231580,84.5,274137,134894,139243,116
Bogra-1,2008,249652,90.2,276864,130849,146015,122
Bogra-2,2008,224306,92.1,243429,118490,124939,81
Bogra-3,2008,212893,90,236424,113762,122662,102
Bogra-4,2008,231589,90.9,254740,123053,131687,104
Bogra-5,2008,328762,91.6,358812,171974,186838,146
Bogra-6,2008,270686,86.6,312428,154495,157933,108
Bogra-7,2008,326958,88,371382,183377,188005,148
Brahmanbaria-1,2008,187680,94.1,212746,104012,108734,90
Brahmanbaria-2,2008,241131,79.5,289876,140631,149245,121
Brahmanbaria-3,2008,250397,85.9,291538,137967,153571,126
Brahmanbaria-4,2008,203541,85.5,237998,109473,128525,104
Brahmanbaria-5,2008,195078,83.4,233771,106785,126986,116
Brahmanbaria-6,2008,154034,86.5,178149,78760,99389,85
Chandpur-1,2008,190201,86.4,220052,102914,117138,80
Chandpur-2,2008,222997,82.2,271399,128836,142563,101
Chandpur-3,2008,258074,82.8,311586,153792,157794,137
Chandpur-4,2008,174401,78,223597,103901,119696,87
Chandpur-5,2008,255665,86.7,294986,137030,157956,115
Chapai Nawabganj-1,2008,305877,92.8,329734,163376,166358,142
Chapai Nawabganj-2,2008,,,290689,140568,150121,144
Chapai Nawabganj-3,2008,261906,88,297761,140503,157258,141
Chittagong-1,2008,201094,85.5,235270,109849,125421,94
Chittagong-10,2008,318760,65.7,433948,226293,207655,140
Chittagong-11,2008,187405,86.5,216561,108141,108420,98
Chittagong-12,2008,202954,88,235145,117414,117731,90
Chittagong-13,2008,179029,88.1,205132,100729,104403,105
Chittagong-14,2008,235433,86.9,270872,128556,142316,129
Chittagong-15,2008,193314,85.7,227981,111743,116238,105
Chittagong-16,2008,116751,76.3,152980,68593,84387,79
Chittagong-2,2008,222697,85.1,280146,130304,149842,131
Chittagong-3,2008,250726,81.8,306833,162081,144752,103
Chittagong-4,2008,246628,97.8,327913,162068,165845,133
Chittagong-5,2008,165317,78.7,210498,101545,108953,135
Chittagong-6,2008,173413,87.4,200203,94807,105396,93
Chittagong-7,2008,291267,77.4,376380,187637,188743,172
Chittagong-8,2008,252386,79.8,323752,176338,147414,141
Chittagong-9,2008,282371,92.4,385141,201770,183371,112
Chuadanga-1,2008,327288,92.1,355289,173652,181637,144
Chuadanga-2,2008,304957,92.7,329144,161582,167562,147
Comilla-1,2008,215646,83.1,259383,122842,136541,116
Comilla-10,2008,231353,81.5,284169,127986,156183,104
Comilla-11,2008,193579,80.9,239400,108574,130826,83
Comilla-2,2008,175191,83.4,210915,96189,114726,88
Comilla-3,2008,237837,84.5,281523,129651,151872,115
Comilla-4,2008,198395,85.6,231840,109136,122704,91
Comilla-5,2008,224959,83.2,270416,129333,141083,104
Comilla-6,2008,231017,79.9,289168,142020,147148,85
Comilla-7,2008,169265,86,196888,90778,106110,68
Comilla-8,2008,267646,84.4,317211,145623,171588,100
Comilla-9,2008,239390,90.5,276714,126697,150017,102
Cox's Bazar-1,2008,278504,89.3,311850,155028,156822,131
Cox's Bazar-2,2008,193357,85.6,225805,113941,111864,103
Cox's Bazar-3,2008,277092,94.4,323872,160527,163345,149
Cox's Bazar-4,2008,183612,88.4,207783,99989,107794,74
Dhaka-1,2008,283892,88.8,319836,143171,176665,167
Dhaka-10,2008,261526,74.9,349181,181898,167283,142
Dhaka-11,2008,210544,71,296664,162429,134235,121
Dhaka-12,2008,190657,73.1,260859,146015,114844,105
Dhaka-13,2008,,,283142,151175,131967,110
Dhaka-14,2008,,,325189,171065,154124,136
Dhaka-15,2008,207498,71.7,289279,152016,137263,114
Dhaka-16,2008,223518,74.3,300833,157011,143822,118
Dhaka-17,2008,185258,70.7,262155,145861,116294,97
Dhaka-18,2008,334794,75.7,442472,232075,210397,174
Dhaka-19,2008,456591,75.8,602386,323265,279121,227
Dhaka-2,2008,316165,83.6,379066,191996,187070,168
Dhaka-20,2008,227135,88.5,256537,123722,132815,127
Dhaka-3,2008,192510,76.8,250635,126286,124349,97
Dhaka-4,2008,161394,80.1,201608,107124,94484,72
Dhaka-4,2008,161394,80.1,230878,110985,119893,103
Dhaka-5,2008,283869,78.5,361823,187622,174201,139
Dhaka-6,2008,184210,82,224539,122330,102209,95
Dhaka-7,2008,223735,81.1,275706,151497,124209,111
Dhaka-8,2008,164230,73.1,224650,133704,90946,102
Dhaka-9,2008,276847,77.7,356260,182157,174103,145
Dinajpur-1,2008,252759,92.9,271958,134669,137289,123
Dinajpur-2,2008,228556,92.9,246143,121677,124466,100
Dinajpur-3,2008,249528,89.1,280008,139545,140463,123
Dinajpur-4,2008,252976,92.7,273008,135102,137906,117
Dinajpur-5,2008,291916,90.9,320996,158690,162306,134
Dinajpur-6,2008,342102,91.4,374107,183877,190230,156
Faridpur-1,2008,283684,89.4,317413,154164,163249,171
Faridpur-2,2008,192601,89,216355,105513,110842,96
Faridpur-3,2008,231176,86.4,267638,132167,135471,121
Faridpur-4,2008,237981,85.9,277022,132840,144182,161
Feni-1,2008,175079,78.7,222478,101921,120557,98
Feni-2,2008,209096,80.1,260906,123922,136984,118
Feni-3,2008,236248,83.7,282277,127559,154718,121
Gaibandha-1,2008,233886,87.3,267970,127410,140560,103
Gaibandha-2,2008,,,264303,127439,136864,88
Gaibandha-3,2008,283561,86.8,326770,156826,169944,120
Gaibandha-4,2008,278881,89.5,311633,150079,161554,115
Gaibandha-5,2008,220694,88.6,249231,120664,128567,110
Gazipur-1,2008,,,535614,272424,263190,220
Gazipur-2,2008,411693,78.1,526952,276219,250733,197
Gazipur-3,2008,349954,86.5,404482,197469,207013,165
Gazipur-4,2008,177562,87.8,202220,94532,107688,102
Gazipur-5,2008,204646,89.1,229770,112487,117283,107
Gopalganj-1,2008,200030,82.6,242152,116953,125199,125
Gopalganj-2,2008,194217,81.1,239519,116350,123169,131
Gopalganj-3,2008,163630,86.8,188585,94127,94458,101
Habiganj-1,2008,237550,83.3,285908,135935,149973,175
Habiganj-2,2008,203375,85,239274,117517,121757,147
Habiganj-3,2008,210057,82.7,252598,123788,128810,127
Habiganj-4,2008,284196,87.1,327203,156429,170774,175
Jamalpur-1,2008,237291,80.7,271122,131341,139781,114
Jamalpur-2,2008,178596,87.6,203877,100156,103721,96
Jamalpur-3,2008,272485,88.3,308482,149165,159317,105
Jamalpur-4,2008,212928,88.8,239707,116617,123090,76
Jamalpur-5,2008,289684,85.5,338824,163530,175294,112
Jessore-1,2008,183434,92.9,197415,97583,99832,89
Jessore-2,2008,291693,93.7,311377,151843,159534,167
Jessore-3,2008,292094,84.1,347426,178389,169037,125
Jessore-4,2008,203267,91.2,222813,109908,112905,102
Jessore-5,2008,227825,93.3,244260,119698,124562,107
Jessore-6,2008,289756,91,318308,157070,161238,136
Jhalokati-1,2008,114192,83.3,137092,65472,71620,87
Jhalokati-2,2008,184702,84.4,219672,106357,113315,131
Jhenaidah-1,2008,205242,92.3,222282,109659,112623,99
Jhenaidah-2,2008,311842,91.4,341126,167318,173808,162
Jhenaidah-3,2008,261183,94.2,281173,138269,142904,138
Jhenaidah-4,2008,207917,91.6,226896,112158,114738,100
Joypurhat-1,2008,298074,90.9,327792,161734,166058,139
Joypurhat-2,2008,232008,92.4,251216,121558,129658,99
Khagrachari,2008,,,337397,173781,163616,179
Khulna-1,2008,195379,89.7,217730,108124,109606,100
Khulna-2,2008,181816,76.3,238390,120670,117720,136
Khulna-3,2008,143180,78.3,182919,94844,88075,113
Khulna-4,2008,215776,88.9,232822,120546,112276,120
Khulna-5,2008,255058,91.2,279704,139035,140669,115
Khulna-6,2008,250834,89.1,281297,139676,141621,123
Kishoreganj-1,2008,276622,84.2,328448,162967,165481,125
Kishoreganj-2,2008,,,321475,152483,168992,120
Kishoreganj-3,2008,,,259370,130164,129206,112
Kishoreganj-4,2008,208558,86.6,240823,120779,120044,118
Kishoreganj-5,2008,190460,88.5,215186,107113,108073,88
Kishoreganj-6,2008,234424,91.5,256063,125662,130401,111
Kurigram-1,2008,321168,88,364862,176271,188591,215
Kurigram-2,2008,288032,86.7,332392,160586,171806,152
Kurigram-3,2008,249662,83.5,298863,141321,157542,173
Kurigram-4,2008,196512,86,228544,108305,120239,122
Kushtia-1,2008,249316,91.2,273251,132610,140641,105
Kushtia-2,2008,289606,91.4,316897,153563,163334,152
Kushtia-3,2008,268015,88.5,303401,149183,154218,125
Kushtia-4,2008,253114,91.1,277878,137607,140271,128
Lakshmipur-1,2008,132205,81.7,161812,73954,87858,80
Lakshmipur-2,2008,222815,83.7,276620,128627,147993,108
Lakshmipur-3,2008,,,234483,110083,124400,89
Lakshmipur-4,2008,178767,77.4,,,,
Lalmonirhat-1,2008,219742,90.4,243067,118546,124521,111
Lalmonirhat-2,2008,232968,86.6,268924,129891,139033,126
Lalmonirhat-3,2008,174958,88.3,198227,97070,101157,76
Madaripur-1,2008,156015,85.6,182159,90815,91344,98
Madaripur-2,2008,215973,80.8,267337,132759,134578,137
Madaripur-3,2008,188165,84,224095,109904,114191,133
Magura-1,2008,251206,91.1,275712,134532,141180,137
Magura-2,2008,235748,91.2,258403,125637,132766,129
Manikganj-1,2008,269962,89.6,301236,146976,154260,163
Manikganj-2,2008,275844,87.7,314491,149065,165426,168
Manikganj-3,2008,224818,88.7,253576,122138,131438,131
Meherpur-1,2008,202499,90.6,223423,107641,115782,85
Meherpur-2,2008,171392,93.1,184102,88248,95854,67
Moulvibazar-1,2008,176740,87,203170,96178,106992,95
Moulvibazar-2,2008,212669,85.1,249813,121007,128806,121
Moulvibazar-3,2008,262124,84.8,309209,151149,158060,166
Moulvibazar-4,2008,214449,85.7,250351,123047,127304,120
Munshiganj-1,2008,288096,85.3,325242,155282,169960,132
Munshiganj-2,2008,196065,84.9,231071,115579,115492,119
Munshiganj-3,2008,,,318765,157724,161041,135
Mymensingh-1,2008,237813,95.6,284770,140369,144401,115
