seat,year,party,name,votes,votes_pc,winner
Nilphamari-4,1991,Independent,Md. Mokhlesur Rahman,550,0.54,no
Shariatpur-3,1996,Democratic Republican Party,Kanchan Kumar Dey,550,0.32,no
Chandpur-2,1996,Islami Oikya Jote,Mohammad Ullah Sarkar,550,0.49,no
Sylhet-6,2001,JP (Manju),M. Abdul Karim Akbari,550,0.29,no
Kushtia-3,1996,BaSaD,Abdullah Al Mamun,551,0.3,no
Kushtia-4,1996,CPB,Md. Abul Kasem,551,0.32,no
Bhola-2,1996,Islami Oikya Jote,Md. Abdul Karim,551,0.57,no
Habiganj-3,1996,Independent,Md. A. Rezzak,551,0.43,no
Mymensingh-4,2001,CPB,Shah Asaduzzaman,551,0.21,no
Dhaka-11,2001,NPP,Rafi Ahmed Bidhyut,551,0.15,no
Patuakhali-1,2008,Bangladesh Tarikat Federation,Mutawakkil Billah,551,0.27,no
Chandpur-5,2008,Bangladesh Tarikat Federation,Golam Mohammad Ali,551,0.22,no
Dhaka-10,1996,Independent,Md. Ruhul Amin Chowdhury,552,0.35,no
Nilphamari-3,2001,CPB,Md. Jahed Ali,552,0.33,no
Tangail-2,2008,Bikalpa Dhara,Munirul Islam,552,0.22,no
Mymensingh-6,1991,BAKSAL,Md. Moslem Uddin,553,0.66,no
Cox's Bazar-1,2001,Workers Party,Abu Md. Bashirul Alam,554,0.26,no
Natore-3,2008,Gano Forum,Tamiz Uddin Ahammed,554,0.26,no
Bogra-1,1991,Zaker Party,Moksed Ali,556,0.41,no
Sylhet-1,2001,BKA,Md. Nasir Uddin,556,0.22,no
Pabna-5,1991,JSD (Rab),Md. Shahjahan Bishwas,557,0.35,no
Patuakhali-1,1991,JSD (Rab),Habibur Rahman Shawkat,557,0.5,no
Jamalpur-5,1991,Zaker Party,M. A. Kuddus,557,0.38,no
Jamalpur-5,1991,Bangladesh Muslim League,Md. A. Aziz,557,0.38,no
Sylhet-4,1996,Zaker Party,Golam Kader Talukdar,557,0.6,no
Tangail-8,1991,Jatiya Jukta Front,Md. Ashraf Ali,558,0.43,no
Sunamganj-4,2008,Independent,Nazir Hossain,558,0.28,no
Sirajganj-5,1991,Zaker Party,Idris Ali,559,0.49,no
Lalmonirhat-3,1996,Gano Forum,Md. Golam Rabbani,559,0.5,no
Faridpur-4,2014,JP (Manju),Mohammad Zakir Hossain,559,0.33,
Sunamganj-2,1996,CPB,Probangsu Chowdhury,560,0.46,no
Noakhali-5,1996,Independent,A. N. M. Shahjahan,560,0.51,no
Chittagong-5,1996,BKA,Mohammad Abdur Razzak,560,0.47,no
Dhaka-8,2001,Independent,Firoz Khan,560,0.3,no
Rajshahi-4,2024,Independent,Zinnatul Islam Zinna,560,0.33,
Mymensingh-11,2008,Bangladesh Kalyan Party,Mohammad Kamrul Hasan,561,0.28,no
Moulvibazar-1,2008,Independent,Md. Anwarul Islam,561,0.32,no
Gazipur-2,1991,BKA,Shihab Uddin,563,0.31,no
Rangpur-1,1996,Workers Party,Ruhini Chandra Barman,563,0.46,no
Habiganj-2,2008,BSD,Md. Kamrul Islam Chowdhury,563,0.28,no
Satkhira-1,1991,JSD (Rab),Abdus Salam,564,0.31,no
Mymensingh-9,1991,NDP,Md. Alim Uddin Fakir,564,0.7,no
Narayanganj-4,2008,BSD,Md. Ismail Mia,564,0.19,no
Chittagong-16,2008,Islami Andolan Bangladesh,Didarul Maola,565,0.48,no
Narail-2,1996,Independent,S. M. Sarwar Hossain,566,0.4,no
Brahmanbaria-5,2001,BKA,Mujibur Rahman Hamidi,566,0.33,no
Tangail-8,2008,BRWP,Shohiduzzaman Lal Miah,567,0.24,no
Kishoreganj-5,1996,Islamic Sashantantrik Andolan,K. M. Aminul Haque,568,0.39,no
Chittagong-8,2008,BSD,Md. Shafi Uddin Kabir,568,0.23,no
Dhaka-1,1996,Zaker Party,Matiur Rahman,569,0.82,no
Chandpur-1,1996,BIF,Alamgir Shah,569,0.58,no
Dhaka-19,2008,Krishak Sramik Janata League,Md. Abu Yousuf Khan,569,0.12,no
Natore-2,2008,Zaker Party,Md. Shohidul Islam,570,0.23,no
Munshiganj-1,2014,JSD (Rab),AKM Nasiruzzaman Khan,570,0.28,
Mymensingh-8,1991,Zaker Party,Harun Or Rashid,571,0.77,no
Nilphamari-3,1996,Independent,Md. Abdul Gafur,572,0.48,no
Faridpur-1,1996,CPB,Md. Abdul Malek Sikdar,572,0.29,no
Moulvibazar-4,1996,Zaker Party,Samsuzzaman,572,0.32,no
Chittagong-10,2008,Bikalpa Dhara,Ahmed Nobi Chowdhury,572,0.18,no
Chittagong-11,2008,BSD,Saifuddin Moha. Unus,572,0.31,no
Jessore-4,1991,Bangladesh Hindu League,Shankar Chokrabarti,573,0.36,no
Rangpur-6,1996,Zaker Party,Md. Azgar Ali,573,0.49,no
Gaibandha-3,2001,Ganatantri Party,Ganesh Prasad,573,0.24,no
Chittagong-2,1996,BIF,Md. Musa Al Kaderi,574,0.55,no
Sunamganj-5,1996,Independent,Md. Abdul Odud,575,0.39,no
Dhaka-10,2001,Independent,Stifen P. Mridha,575,0.33,no
Narail-2,2008,LDP,Delip Kumar Adhikari,575,0.27,no
Naogaon-3,1991,Independent,Md. Gazim Uddin,576,0.34,no
Moulvibazar-2,2001,CPB,Khandokar Lutfar Rahman,576,0.33,no
Dhaka-4,2008,NAP (Muzaffar),Makbul Ahmed Mokter,576,0.36,no
Kurigram-4,1991,Zaker Party,Md. Nurul Alam,577,0.77,no
Nilphamari-3,1996,CPB,Md. Jahed Ali,577,0.48,no
Lakshmipur-4,1996,Islami Oikya Jote,Mufti Mohammad Idris,577,0.6,no
Magura-1,2008,LDP,A. N. Kamal Uddin Mustafa,577,0.23,no
Sylhet-6,1996,JSD (Rab),Waysur Rahman Chowdhury,578,0.38,no
Cox's Bazar-3,2008,Gano Forum,Saiful Islam Chowdhury,578,0.21,no
Mymensingh-5,2001,Krishak Sramik Janata League,Biswajit Nandi,579,0.34,no
Dhaka-5,2001,JSD (Rab),Md. Amir Ali Mattabbar,579,0.15,no
Chuadanga-1,2008,NPP,Idris Chowdhury,579,0.18,no
Joypurhat-2,2001,BaSaD,Md. Shahjaman Tang,580,0.29,no
Sirajganj-2,2008,CPB,Md. Ismail Hossain,580,0.22,no
Jhenaidah-1,1996,Islami Oikya Jote,Md. Abdul Wahab,581,0.38,no
Comilla-4,1991,Zaker Party,Md. Anwar Hossain Bhuiyan,582,0.63,no
Chittagong-11,2014,JSD (Rab),Md. Jasim Uddin,582,0.86,
Gaibandha-4,1991,JSD (Rab),Entazur Rahman,583,0.47,no
Gazipur-2,1991,JSD (Rab),Azmat Ali,583,0.32,no
Kurigram-1,1996,Zaker Party,Kaflur Rahman,583,0.35,no
Bhola-2,1996,JaPa,Mohammad Kaikobad Mian,583,0.6,no
Dhaka-4,1996,CPB,Sahidullah Chowdhury,583,0.27,no
Comilla-10,1991,Workers Party,Shuvas Bhoumik,584,0.57,no
Dhaka-9,2008,Bangladesh Kalyan Party,Shadek Ahmed Khan,585,0.21,no
Chapai Nawabganj-1,1991,JaPa,Mainul Haq,586,0.33,no
Jamalpur-3,1991,Independent,Jamal Uddin,586,0.48,no
Bagerhat-1,1996,JSD (Rab),Surandra Nath Sikdar,586,0.39,no
Comilla-7,1991,Workers Party,Nazim Ali,587,0.63,no
Comilla-8,1991,Zaker Party,Md. Wahidul Islam,588,0.61,no
Faridpur-2,1991,Jatiya Ganatantrik Party,Shah Md. Kazi Kobirul Islam Kanchan,589,0.61,no
Gopalganj-2,1991,JaPa,Farooq,589,0.48,no
Dinajpur-3,1996,Gano Forum,Khatibuddin Ahmed,589,0.39,no
Sirajganj-3,2001,CPB,Md. Ismail Hossain,589,0.26,no
Comilla-10,1991,Islami Oikya Jote,A K M Ruhul Amin Chowdhury,591,0.58,no
Barisal-6,1991,Zaker Party,Md. Alhaz Shamsul Haq,592,0.57,no
Netrokona-1,1996,Islami Shasantantra Andolon,Mohammad Shamsul Huda,592,0.4,no
Comilla-1,2001,IJOF,Shamsuddin Ahamed,592,0.54,no
Shariatpur-2,1991,BAKSAL,Harun Rashid,593,0.83,no
Habiganj-4,1991,NAP (Muzaffar),M. A. Motakabbir,593,0.4,no
Rangpur-1,1996,Islami Oikya Jote,Md. Therul Kabi,593,0.49,no
Mymensingh-6,2008,Krishak Sramik Janata League,Md. Abdur Rashid,593,0.28,no
Chuadanga-1,1991,JSD (Rab),Mohammad Shahjahan,595,0.37,no
Dhaka-12,1996,Zaker Party,Md. Nazim Uddin,595,0.37,no
Narsingdi-2,2008,Gano Forum,S. M. Altaf Hossain,595,0.33,no
Sylhet-2,2008,BIF,Md. Ahmad Ali Halily,595,0.27,no
Khulna-5,2008,Bikalpa Dhara,Bidur Kanti Biswas,596,0.23,no
Feni-1,2008,BIF,Mohammead Rafiqul Islam Patwari,596,0.34,no
Barisal-1,1991,Independent,S. K. Zaman,597,0.51,no
Dhaka-10,1991,Bangladesh Janata Party,Harun Ar Rashid Mithu,598,0.77,no
Kushtia-1,2001,Workers Party,Md. Lutfar Rahman Joarder,598,0.27,no
Jhalokati-1,2008,Independent,A.K.M. Rezaul Karim,598,0.52,no
Jhalokati-2,1991,Bangladesh Muslim League,Abu Bakar Siddique,599,0.5,no
Moulvibazar-2,1996,Zaker Party,Md. M. A. Awal,599,0.45,no
Gaibandha-3,1996,Zaker Party,Md. Moazzem Hossain,600,0.34,no
Faridpur-3,1991,Bangladesh Freedom League,Belayet Hossein,602,0.45,no
Natore-4,1991,JSD (Rab),Abu Ahsan,603,0.39,no
Netrokona-4,1996,CPB,Pijus Kanti Talukder,603,0.44,no
Bogra-5,2001,Independent,Abdur Rashid Mia,603,0.21,no
Dinajpur-3,2008,Islami Andolan Bangladesh,A. K. M. Lofijuddin Choudhuri,603,0.24,no
Netrokona-2,1991,JSD (Rab),Motalib Khan Pathan,604,0.51,no
Bhola-1,1996,Zaker Party,Md. Sahid Alam,604,0.54,no
Cox's Bazar-2,1996,Samridhya Bangladesh Andolan,Shamim Ara Dulan,604,0.55,no
Narayanganj-4,2001,Independent,Md. Nurul Amin Maksud,604,0.24,no
Narsingdi-4,2008,CPB,Kazi Sazzad Zahir,604,0.26,no
Tangail-4,1991,Workers Party,Hazera Sultana,605,0.45,no
Kurigram-2,2008,LDP,Sultan Ahamed,605,0.21,no
Sylhet-1,2008,BIF,Md. Jalaluddin,605,0.19,no
Joypurhat-1,1991,Islami Samajtantrik Dal,Md. Moksedur Rahman,606,0.39,no
Chittagong-9,1996,BIF,Md. Abdus Shabur,606,0.3,no
Rajshahi-2,1991,Zaker Party,Md. Sharif Uddin,607,0.33,no
Dinajpur-3,1996,Islami Oikya Jote,Md. Rustam Ali,607,0.4,no
Sylhet-6,2001,BNP,Abdul Hasib,607,0.32,no
Noakhali-2,1991,Workers Party,Abul Bashar,608,0.47,no
Chapai Nawabganj-3,1991,Bangladesh Muslim League,Md. Belal Uddin,609,0.37,no
Sunamganj-3,1991,JSD (Rab),Dewan Eskandar Reza Chowdhury,609,0.71,no
Chittagong-9,2001,BaSaD,Kazi Shahjahan,609,0.24,no
Kurigram-3,1996,Islami Oikya Jote,Md. Khalilur Rahman,610,0.58,no
Brahmanbaria-2,1996,Workers Party,Sahriar Md. Firo,610,0.43,no
Gaibandha-1,2001,CPB,Biren Sarkar,610,0.33,no
Kishoreganj-4,2001,CPB,Enamul Haq,611,0.32,no
Nilphamari-4,1991,Jamiat Ulema-e-Islam Bangladesh,Md. Ismael,612,0.6,no
Chittagong-13,1991,JaPa,Nurul Absar,612,0.7,no
Rajshahi-5,2008,CPB,Abul Kalam Azad,612,0.26,no
Barisal-1,1991,UCL,Zahir Uddin Swapan,613,0.52,no
Sherpur-3,1991,BAKSAL,Abdullah Al Mamun,613,0.61,no
Dhaka-4,1991,Bangladesh Janata Party,S. M. Jamal Badshah,614,0.52,no
Jessore-3,2001,Workers Party,Haroon-or-Rashid,614,0.21,no
Chittagong-7,1991,Independent,Babu Sontos Bhuson Das,615,0.72,no
Chuadanga-1,1996,Workers Party,Md. Mokhlesur Rahman,615,0.29,no
Gopalganj-1,1996,Zaker Party,Md. Anwarul Islam,615,0.45,no
Bhola-4,1991,Zaker Party,Yakub Ali Chowdhury,617,0.86,no
Tangail-5,1996,Islami Oikya Jote,Md. Ibrahim,617,0.26,no
Khulna-4,1991,JSD (Rab),Md. Moinul Islam,618,0.52,no
Chandpur-3,1991,JSD (Siraj),Md. Khorshed Alam,619,0.72,no
Barisal-2,2008,Bikalpa Dhara,Sayma Jalil,620,0.32,no
Lakshmipur-2,2008,BKA,Altaf Hossain Molla,620,0.28,no
Habiganj-1,2001,JSD (Rab),Md. Sahid Mia,621,0.33,no
Habiganj-2,1991,JSD (Rab),Md. Abdullah,624,0.59,no
Pabna-1,2008,NPP,Rezaul Karim,624,0.23,no
Barisal-6,1991,Independent,Mohiuddin Ahmed,625,0.6,no
Feni-2,2001,Independent,Mohammad Main Uddin,625,0.33,no
Satkhira-1,1991,Bangladesh Jatiya Tanti Dal,Fazlul Karim,626,0.34,no
Dhaka-10,1996,Zaker Party,M. A. Khaleq,626,0.4,no
Gaibandha-1,1991,Workers Party,Sadekul Islam Dulal,627,0.6,no
Noakhali-4,2001,BaSaD,Md. Daliler Rahman,627,0.31,no
Bogra-6,2008,Bikalpa Dhara,Abdullah al Woaky,627,0.23,no
Madaripur-1,1991,JSD (Rab),Raza Miah Hung,628,0.6,no
Comilla-7,1996,BIF,M. A. Latif,628,0.56,no
Dhaka-15,2008,CPB,Ahmed Sajedul Haque,628,0.3,no
Nilphamari-2,1991,JSD (Rab),Md. Aminul Islam,629,0.6,no
Gaibandha-2,1991,Independent,Makdubar Rahaman,629,0.52,no
Chuadanga-2,1991,Bangladesh Muslim League,Nabis Uddin,629,0.46,no
Mymensingh-1,1996,Islami Oikya Jote,Md. Abu Sayed,629,0.64,no
Sylhet-6,1996,Gano Forum,Sheikh Akhtarul Islam,629,0.41,no
Comilla-10,2008,BNP,Abdul Gafur Bhuiyan,629,0.27,no
Jhalokati-2,1991,Independent,A. Aziz,630,0.53,no
Netrokona-3,2001,JP (Manju),Abdul Ali,630,0.31,no
Sunamganj-3,2008,BKA,Md. Ishaq Amini,630,0.33,no
Comilla-9,2008,Independent,Md. Ayub Ali,630,0.26,no
Nilphamari-2,1996,Jatiya Biplobi Front,A. K. M. Jakaria Shekh,631,0.47,no
Rajshahi-1,1996,JSD (Rab),Mozibur,631,0.36,no
Sylhet-5,1991,JSD (Rab),A. T. M. Abdul Muntakim,632,0.7,no
Munshiganj-1,1996,Jamaat,M. A. Latif Hawladar,632,0.51,no
Jessore-3,2008,CPB,Ilahdat Khan,632,0.22,no
Moulvibazar-4,2008,BIF,Abdul Muhit Hasani,632,0.29,no
Chandpur-4,2008,BIF,Md. Motiul Islam Miazi,633,0.36,no
Kushtia-2,1996,Zaker Party,Md. Saidur Rahman,634,0.33,no
Brahmanbaria-3,1996,Islami Oikya Jote,Abdur Rahim Hazari,634,0.29,no
Chittagong-10,2001,Independent,Md. Jamal Uddin Khan,634,0.3,no
Chapai Nawabganj-3,2008,Bangladesh Kalyan Party,Mohammad Sadruzzaman,634,0.24,no
Mymensingh-4,2008,BKA,Abdul Aziz,634,0.24,no
Sunamganj-4,1991,JSD (Rab),Shaheed Chowdhury,635,0.69,no
Dinajpur-6,1991,Zaker Party,Md. Mokbul Hosein,636,0.41,no
Comilla-6,1991,JaPa,Md. Mujibar Rahman Dilrazi,636,0.83,no
Kushtia-1,1996,Zaker Party,Md. Kamal Hossain,636,0.37,no
Comilla-6,1996,JaPa,Md. Lutfar Reza Khokaon,636,0.65,no
Khulna-2,1991,Independent,Mukhtar Hussain,638,0.68,no
Satkhira-2,1996,Islami Oikya Jote,Md. Nazrul Islam,638,0.38,no
Chittagong-10,2001,Independent,Mohammad Hossain Chowdhury,638,0.3,no
Dinajpur-3,2008,Bikalpa Dhara,Md. Asraful Islam,638,0.26,no
Thakurgaon-1,2001,CPB,Syed Merajul Hossain,639,0.25,no
Thakurgaon-2,1991,Independent,Md. Nur Kutub Alam,640,0.66,no
Narayanganj-4,1996,NAP (Muzaffar),Mahtab Uddin,640,0.34,no
Bagerhat-1,1991,Zaker Party,S. M. Nizamul Haq,641,0.5,no
Gopalganj-1,1991,Bangladesh Hindu League,Suresh Chandra Biswash,641,0.53,no
Gazipur-3,2008,BSD,Zahirul Islam,641,0.18,no
Barisal-4,1991,Jatiya Biplobi Front,Abdur Rahman Khan,644,0.88,no
Dhaka-11,1991,Independent,Md. Badiuzzaman,644,0.55,no
Bagerhat-2,1996,Zaker Party,Sayad Sirajul Kabir,644,0.44,no
Bhola-2,2008,Islami Andolan Bangladesh,Md. Yousuf,645,0.35,no
Chandpur-1,2008,Islami Andolan Bangladesh,Md. Muslim,645,0.34,no
Satkhira-2,2014,JP (Manju),Md. Mohsin Hossain,645,1.28,
Netrokona-4,1991,JSD (Rab),Golam Ershadur Rahman,647,0.53,no
Habiganj-4,1996,Zaker Party,Md. Abdul Salam,647,0.34,no
Thakurgaon-1,1991,JSD (Rab),Md. Mansur Ali,648,0.54,no
Kurigram-3,2001,Independent,Md. Khalilur Rahman,648,0.39,no
Jamalpur-1,1991,BAKSAL,Jahangir Alam,649,0.76,no
Shariatpur-3,1991,Bangladesh Muslim League,Yasin Sarkar,649,0.46,no
Habiganj-1,1991,BaSaD,Faisal Soheb,649,0.6,no
Chandpur-4,1991,BKA,Sirajul Islam,649,0.62,no
Bogra-6,1996,Independent,Md. Alberuni,649,0.28,no
Kushtia-1,2008,JSD (Rab),Md. Ashraf Siddiquie,649,0.26,no
Gopalganj-2,1991,Pragotishi Jatiatabadi Dal (Nurul A Moula),Sheikh Alamgir Hossain,651,0.53,no
Chittagong-13,1996,JaPa,Mridul Guha,651,0.65,no
Dhaka-19,2008,CPB,Lina Chakrabarti,651,0.14,no
Gaibandha-1,2014,Independent,Md. Sohel Rana Sona,651,0.49,
Jamalpur-4,1991,BaSaD,Suruzzaman Akond,652,0.79,no
Netrokona-3,1996,Zaker Party,Obaidul Haque Dhali,653,0.42,no
Khulna-5,2008,United Citizen Movement,Kazi Faruq Ahammd,653,0.26,no
Chapai Nawabganj-3,1996,Zaker Party,Abdus Sattar,654,0.37,no
Cox's Bazar-1,2001,Independent,Shafiul Alam,655,0.31,no
Chittagong-7,2008,Islami Andolan Bangladesh,Md. Abdur Rahim Molla,655,0.22,no
Gopalganj-1,1991,JaPa,Zulfikar Ali,656,0.54,no
Dhaka-18,2008,Independent,Abu Ahammad Zahirul Amin Khan,656,0.2,no
Naogaon-2,1996,Zaker Party,Md. Morsedul Arefin,657,0.41,no
Brahmanbaria-6,1996,Islami Oikya Jote,Md. Monirul Haque,657,0.66,no
Natore-1,2008,Islami Andolan Bangladesh,Md. Mazaammel Hossain,657,0.28,no
Kurigram-1,1991,Zaker Party,Md. Kafilur Rahman,659,0.55,no
Naogaon-3,1991,NAP (Muzaffar),Md. Nafar Mondol,659,0.39,no
Pabna-5,1996,Zaker Party,Taslim Hasan Suman,659,0.35,no
Mymensingh-9,1996,Gano Forum,A. S. M. Akram,659,0.63,no
Joypurhat-1,2008,CPB,Dewan Bodiuzzaman,659,0.22,no
Sylhet-1,2008,BSD,Ujjal Roy,660,0.21,no
Narayanganj-2,1996,Zaker Party,Md. Majibur Rahman Bhuiyan,661,0.52,no
Rajshahi-2,2001,Independent,Md. Jalal Uddin,661,0.22,no
Kurigram-3,2008,BSD,Sayeed Akhter Amin,661,0.26,no
Pabna-1,2014,JaPa,Yasin Arafat,661,0.58,
Munshiganj-1,2008,Bangladesh Tarikat Federation,Golam Mostofa Santo,662,0.23,no
Chandpur-5,1996,BIF,Md. Jalal Uddin Kashemi,663,0.44,no
Pabna-3,1996,Gano Forum,Abdus Sattar,665,0.36,no
Dhaka-5,1996,Democratic Republican Party,Md. Anisuzzaman Khokon,665,0.24,no
Manikganj-2,2001,Independent,Md. Maniruzzaman,665,0.6,no
Patuakhali-4,1991,Zaker Party,A. Rob Miah,666,0.86,no
Habiganj-1,1996,BaSaD,Faisal Soheb,666,0.48,no
Natore-3,2001,Workers Party,Mizanur Rahman Mizan,666,0.39,no
Rangpur-6,2008,Gano Forum,Humayun Izaz Levin,668,0.31,no
Naogaon-2,1991,FP,Md. Mojibar Rahman,669,0.52,no
Faridpur-1,2008,Bangladesh Kalyan Party,Md. Kamruzzaman Mrida,669,0.24,no
Satkhira-1,1996,JSD (Rab),Abdus Salam,671,0.3,no
Comilla-4,1996,Islami Oikya Jote,A. B. M. Jaher Sharif,671,0.53,no
Tangail-4,2008,JSD (Rab),Md. Ismail Hossain,671,0.29,no
Faridpur-4,1996,Islami Oikya Jote,Md. Nurul Abedin,672,0.71,no
Dhaka-7,2008,BKA,Md. Jaforullah Khan,672,0.3,no
Lakshmipur-2,2008,Bikalpa Dhara,Shah Ahmed Badal,672,0.3,no
Dhaka-12,1991,NAP (Muzaffar),Mafizul Islam,673,0.55,no
Thakurgaon-2,1996,CPB,Md. Mohshin Sarkar,673,0.59,no
Rangpur-6,2001,CPB,Kamruzzaman,673,0.38,no
Comilla-9,1991,Zaker Party,Fazal Khan,675,0.74,no
Habiganj-1,1996,JSD (Rab),Md. Sahid Mia,676,0.49,no
Cox's Bazar-4,2008,Independent,Shahin Aktar,676,0.37,no
Gaibandha-1,2018,Gano Front,Shariful Islam,676,0.45,
Joypurhat-1,2001,CPB,Dewan Bodiuzzaman,677,0.27,no
Lakshmipur-4,2008,BJP,Abdur Razzak Chowdhury,677,0.38,no
Magura-2,1996,Zaker Party,Sheikh Nur Ahmed,678,0.42,no
Gopalganj-2,2001,Gano Forum,Kazi Mezbah Uddin,678,0.34,no
Bhola-2,2008,BKA,Abu Jafor Kasemi,679,0.37,no
Tangail-7,2008,Independent,Dewan Nazrul Islam,679,0.3,no
Noakhali-6,2008,BNP,Md. Shakhawat Hossain,680,0.48,no
Chittagong-8,2008,BIF,Mohammad Nurul Islam Zehadi,680,0.27,no
Gaibandha-3,1991,Independent,Abdul Momin Chawdhury,682,0.49,no
Noakhali-2,1991,NAP (Bhashani),A. K. M. Golam Kabir,682,0.52,no
Dhaka-11,1996,Bangladesh Janata Party,Md. Wazed Ali Juktibadi,682,0.25,no
Panchagarh-1,1996,Independent,Muhammad Ali,683,0.42,no
Jessore-1,2001,IJOF,K. M. Nazrul Islam,684,0.42,no
Chittagong-4,2001,Independent,M. Badiur Rahman,684,0.35,no
Jamalpur-5,1996,Gano Forum,Khalilur Rahman,685,0.32,no
Chittagong-8,2008,Islami Andolan Bangladesh,Mohammed Rafiqul Alam,685,0.27,no
Feni-2,1991,NAP (Muzaffar),Dr. Md. Muzibul Huq,686,0.62,no
Kishoreganj-4,2001,Krishak Sramik Janata League,Fazlur Rahman,686,0.35,no
Brahmanbaria-3,1996,Zaker Party,M. A. Malek,687,0.31,no
Joypurhat-2,2008,Independent,Abdul Aziz Molla,687,0.3,no
Bogra-1,2008,PDP,A. T. M. Shahidullah Taher,687,0.28,no
Chittagong-8,1996,Bangladesh Tafsil Federation (Sudir),Jane Alam,688,0.28,no
Feni-1,2001,IJOF,A. T. M. Golam Mawla Chowdhury,688,0.48,no
Dhaka-8,2008,Bangladesh Kalyan Party,Syed Mohammed Ibrahim,688,0.42,no
Mymensingh-1,1991,Zaker Party,A. Samad,689,0.93,no
Mymensingh-4,1996,BaSaD,Md. Obaidullah,689,0.35,no
Satkhira-3,1991,Independent,Md. Rafiqul Islam,690,0.72,no
Dinajpur-1,1996,JSD (Rab),Md. Abdul Khaleque,690,0.48,no
Netrokona-2,2001,BKA,Abdur Raqib,691,0.31,no
Joypurhat-2,1991,Independent,Kazi Reshadur Rahman,692,0.59,no
Gazipur-2,1996,Independent,Md. Shahajuddin Sarkar,692,0.27,no
Tangail-3,1996,Islami Oikya Jote,Md. Yakub Ali Mian,693,0.47,no
Rangpur-3,2008,BSD,Abdul Kuddus,693,0.26,no
Narsingdi-5,2008,Gano Forum,Farida Yasmin,694,0.31,no
Rangpur-1,1991,BNP,Md. Shah Emdadul Haq,695,0.78,no
Tangail-7,2001,Bangladesh Progressive Party,Md. Motasim Billah,696,0.37,no
Naogaon-5,1996,Islami Oikya Jote,Md. Abdur Rahman,697,0.44,no
Comilla-1,1996,Islami Oikya Jote,A. Samad,697,0.69,no
Khulna-2,2001,Independent,Tariqul Islam,697,0.44,no
Noakhali-6,2001,Independent,Md. Mohiuddin,697,0.69,no
Comilla-3,2001,NAP (Muzaffar),Saiful Alam Mamun,698,0.35,no
Natore-2,2008,PDP,Md. Abdus Salam,699,0.28,no
Gaibandha-1,1996,Islami Oikya Jote,Md. Kazi Moslem Ali,700,0.54,no
Jamalpur-1,1991,JaPa,Hasibur Rahman Miah,701,0.82,no
Munshiganj-2,1996,Jamaat,A. B. M. Fazlul Karim,701,0.6,no
Dinajpur-3,1991,Independent,Amzad Hossain,703,0.59,no
Tangail-6,1991,JaPa,Md. Wadur Rahman Khan,703,0.83,no
Tangail-5,1991,Jatiya Oikkya Front,Md. Hazrat Ali Shikdar,704,0.37,no
Chandpur-4,2001,BaSaD,Shahjahan Talukder,705,0.43,no
Cox's Bazar-1,2008,BSD,Rafiqul Ahsan,706,0.25,no
Comilla-10,1996,Independent,Golam Mostafa Kamal,708,0.53,no
Lalmonirhat-2,1996,Gano Forum,Md. Emdadul Haque,709,0.52,no
Magura-1,2015,BNF,AKM Mutasim Billah,709,0.66,
Netrokona-4,1991,Zaker Party,Md. Bajlur Rahman Khan,710,0.59,no
Sunamganj-1,1996,Zaker Party,Jainal Abedin,710,0.43,no
Tangail-6,2008,Gano Forum,Mohammad Motasim Billah,714,0.26,no
Joypurhat-1,2008,BSD,Wazed Parvez,715,0.24,no
Thakurgaon-1,1996,CPB,Syed Merajul Hossain,716,0.39,no
Dhaka-15,2018,JaPa,MD SAMSUL HUQ,716,0.33,
Sherpur-2,2008,Gano Forum,Muhammad Harunr Rashed,717,0.31,no
Brahmanbaria-4,1996,Islami Oikya Jote,Humayun Kabir,718,0.54,no
Habiganj-1,2008,Gano Forum,Dewan Sayed Mohammad Abdul Ahad Chowdhury,719,0.3,no
Khulna-1,1991,Independent,A. U. Ahmmad,720,0.77,no
Madaripur-3,1991,JaPa,A. Latif Jonaki,720,0.64,no
Sylhet-3,1991,Jatiya Janata Party (Hafizur),Abul Kalam Azad,721,0.83,no
Feni-3,2001,IJOF,Maulana Ataur Rahman Arefi,721,0.52,no
Kurigram-2,1991,BaSaD,Shree Shudhangsu Chakraborty,722,0.52,no
Bogra-5,1996,Islami Oikya Jote,Md. Abu Taher,722,0.32,no
Feni-2,2001,IJOF,Tajul Islam,722,0.38,no
Dhaka-11,2001,Bangladesh People's Congress,Md. Mosharaf Hossain,724,0.19,no
Bhola-1,2008,Bikalpa Dhara,Abu Azam Khan,724,0.41,no
Chandpur-1,2001,IJOF,Shafiullah Majumder,725,0.49,no
Noakhali-1,2008,BKA,Md. Ziaul Haq,725,0.38,no
Gaibandha-1,1991,Zaker Party,Md. M. A. Awal,727,0.69,no
Kushtia-4,1991,Islami Oikya Jote,Md. Kiam Uddin,727,0.48,no
Sirajganj-1,1996,JaPa,Lutfar Rahman,728,1.21,no
Dhaka-16,2014,BNF,Md. Khalid Hossain,728,1.18,
Panchagarh-1,2018,JaPa,Abu Salek,729,0.23,
Nilphamari-3,1996,Gano Forum,Md. Abdul Hakim,731,0.61,no
Panchagarh-2,2008,Bangladesh Tarikat Federation,Md. Soona Miah,731,0.31,no
Comilla-9,2008,Bangladesh Kalyan Party,Mostak Hosen,731,0.31,no
Chittagong-2,2014,Independent,Md. Nazim Uddin,731,0.53,
Chandpur-1,2008,BIF,Abdul Haque,732,0.38,no
