seat,turnout_pc_std
Moulvibazar-1,12.6151694400036
Gopalganj-1,12.567948652558
Chittagong-3,12.5340536140548
Dinajpur-1,12.5045325115869
Dinajpur-4,12.4993333155546
Rangpur-5,12.4457154608859
Lalmonirhat-1,12.3691821341052
Rangpur-2,12.3235546819901
Thakurgaon-2,12.3227432010896
Bhola-1,12.3135088419183
Tangail-7,12.2116065009209
Bogra-5,12.1897156105738
Brahmanbaria-1,12.1027200799379
Narsingdi-1,12.0793211729799
Sunamganj-4,12.0601271413972
Joypurhat-2,12.047786795369
Dhaka-9,12.0299625934581
Bagerhat-2,12.0095795097081
Dinajpur-5,12.0069424362186
Lalmonirhat-3,12.0024997396376
Brahmanbaria-2,11.8632485713934
Nilphamari-2,11.8104473525209
Gazipur-4,11.8040600359933
Dhaka-1,11.7919110693164
Dhaka-2,11.7888011830437
Tangail-5,11.7482977490358
Narsingdi-3,11.6754371795378
Mymensingh-10,11.6190576209949
Dhaka-10,11.5894707960861
Pabna-5,11.5581140330073
Nilphamari-1,11.5475827196287
Rajbari-1,11.5321290315362
Tangail-3,11.514157951554
Narail-2,11.4711231650029
Tangail-4,11.4047870066331
Narayanganj-4,11.3850779531806
Dhaka-8,11.3819667310473
Chittagong-5,11.3437207299898
Chittagong-2,11.3335416647519
Munshiganj-1,11.2463327356076
Chittagong-11,11.2423307192059
Habiganj-2,11.216505694734
Dinajpur-3,11.2054674155075
Jhenaidah-2,11.0113199329902
Barisal-1,10.9243992969865
Pabna-1,10.9207753082523
Sunamganj-2,10.735416464519
Moulvibazar-4,10.7247377590317
Rangpur-4,10.5853278960392
Manikganj-3,10.5522114585838
Satkhira-3,10.4214522340539
Joypurhat-1,10.4042859758211
Naogaon-2,10.3978763857498
Thakurgaon-1,10.3612290133298
Natore-3,10.2925134604398
Khulna-3,10.2824688993776
Moulvibazar-2,10.2168162033646
Rajshahi-3,10.1955464133447
Chuadanga-1,10.1440869475769
Chittagong-7,10.1158291800524
Chittagong-1,10.1092531870559
Thakurgaon-3,10.0948831923241
Narayanganj-2,10.0687635785135
Khulna-1,9.99149638442611
Magura-2,9.92874614440313
Dhaka-11,9.91207176460434
Chittagong-8,9.87568563020647
Bogra-3,9.86285117667977
Dhaka-7,9.63790260724119
Khulna-6,9.57231250360469
Pabna-3,9.56695702230687
Narsingdi-2,9.54393350074625
Naogaon-3,9.48907266280537
Jhenaidah-4,9.45211616517697
Pabna-4,9.44329568176986
Jessore-2,9.44069206502715
Kushtia-4,9.37669984589461
Satkhira-2,9.314996868849
Jessore-5,9.24589999224882
Bogra-4,9.213169921368
Chittagong-10,9.2126724316744
Faridpur-3,9.17619202065868
Bogra-6,9.15204895091804
Gazipur-3,9.08221705679107
Bogra-7,9.07684783758473
Dinajpur-2,9.02713501985357
Jessore-4,8.93956561211637
Jhenaidah-1,8.80492286545809
Naogaon-4,8.77966400268255
Jhenaidah-3,8.6727062289307
Khulna-5,8.65038534787132
Kushtia-3,8.64349466361842
Natore-4,8.4194219912454
Kushtia-1,8.38982518689552
Dhaka-3,8.27969403621495
Rangpur-3,8.09999999999999
Meherpur-2,8.05708797684788
Rajshahi-1,8.03347164472911
Jessore-1,7.98138459166077
Natore-2,7.66740938431402
Magura-1,7.63457049654181
Satkhira-1,7.59007026757109
Jessore-6,7.55358634468864
Rajshahi-4,7.53762783197296
Naogaon-6,7.48465096046569
Rajshahi-5,7.45536719417628
Gazipur-2,7.36885337077621
Chapai Nawabganj-3,7.27690410362356
Dhaka-12,6.97495519698873
Naogaon-5,6.95772951471959
Chapai Nawabganj-1,6.88446318410762
Jessore-3,6.77070897321691
Meherpur-1,6.70739641490396
Satkhira-4,6.6183457147538
Natore-1,6.02404902591825
Rajshahi-2,4.14527843857723
Gaibandha-2,
Chapai Nawabganj-2,
Naogaon-1,
Rajshahi-6,
Sirajganj-4,
Sirajganj-6,
Bagerhat-4,
Netrokona-5,
Kishoreganj-2,
Kishoreganj-3,
Munshiganj-3,
Dhaka-13,
Dhaka-14,
Dhaka-15,
Dhaka-16,
Dhaka-17,
Dhaka-18,
Dhaka-19,
Dhaka-20,
Gazipur-1,
Gazipur-5,
Narayanganj-1,
Narayanganj-3,
Rajbari-2,
Lakshmipur-3,
Chittagong-16,
Khagrachari,
Rangamati,
Bandarban,
